ds,FC,GH,EF,OP,SH,FCc,GHc,EFc,OPc,SHc
2018-09-13,917.0,791.0,2817.0,902.0,1959.0,5.784414601739936,7.318005444808543,2.0896478675319283,2.707385031556749,1.9383511109520293
2018-09-20,915.0,794.0,2818.0,894.0,1937.0,5.992674446710446,7.370806791322764,2.00929242356018,2.9034591140817527,1.3523198249868822
2018-09-27,912.0,784.0,2816.0,916.0,1920.0,5.82223136912656,6.988583111028534,2.6493605664842526,2.5574489564807097,2.123927915267246
2018-10-04,905.0,780.0,2823.0,918.0,1909.0,5.42829362616528,7.433137808189347,2.010414921838977,3.263812043407478,1.9785973496207887
2018-10-11,906.0,784.0,2817.0,916.0,1921.0,5.99048250153862,6.834426212600475,2.40444900653252,2.5494099631030087,1.2311157241310176
2018-10-18,912.0,790.0,2811.0,925.0,1923.0,6.120842056135771,7.402603408673829,2.018446851372541,2.6602160019102374,1.285647184842977
2018-10-25,905.0,767.0,2812.0,919.0,1947.0,5.867221618223481,6.650145656028841,2.4489787591422933,3.1109764927556367,1.8575927993653054
2018-11-01,906.0,764.0,2815.0,930.0,1947.0,5.7357109563644695,7.4456126817578685,2.201192892840721,2.7138293954866675,1.9834683653510323
2018-11-08,906.0,741.0,2834.0,948.0,1937.0,5.710652839090779,7.456926502311699,2.341251427905074,2.714573326821391,1.688312805374427
2018-11-15,901.0,751.0,2826.0,940.0,1949.0,5.508084863208892,6.949218141148466,2.7555644603467426,3.3218610947887686,1.9550033979931432
2018-11-22,905.0,763.0,2838.0,944.0,1966.0,5.888386811808572,7.33989682075149,2.7382411298475082,2.854289984575046,1.9694876221653894
2018-11-29,910.0,758.0,2838.0,931.0,1940.0,5.472382462233879,7.034390464865483,2.0552618905979694,3.175089977684161,1.8684367762294487
2018-12-06,900.0,766.0,2833.0,930.0,1940.0,5.943110997526919,7.604081710130644,2.8020121759587338,2.8672150818024353,1.9436638123474546
2018-12-13,903.0,780.0,2835.0,937.0,1941.0,5.973630462886437,7.5287927173239275,2.80374250913043,2.8949953266475563,1.4354898947936383
2018-12-20,896.0,761.0,2854.0,939.0,1933.0,6.223997476475712,7.083407851057697,2.906857308818691,3.1759880772836233,2.218789398687392
2018-12-27,901.0,741.0,2859.0,936.0,1943.0,5.672585072819745,7.420692688689101,2.223771901182862,2.7555376482266674,2.183480156121732
2019-01-03,898.0,740.0,2879.0,936.0,1941.0,6.26239742511421,7.567322398310742,2.1927810990708507,3.178493896435621,1.6951423033841835
2019-01-10,893.0,753.0,2874.0,939.0,1918.0,5.612355647147588,7.532359990047442,2.417387341479364,3.475058708234009,1.7640114590247564
2019-01-17,892.0,758.0,2888.0,940.0,1928.0,6.198566656270239,7.853905297007792,2.0715282019030825,2.5731651043523533,1.8594191254082655
2019-01-24,891.0,755.0,2893.0,937.0,1918.0,6.297057735012753,7.103923022984119,2.4183138682773544,2.820196027617713,1.67349048581406
2019-01-31,887.0,761.0,2875.0,946.0,1924.0,5.689397570397979,7.901485638129171,2.0550506569891684,2.8216924730266117,2.2592634022363196
